"ActivityLabel" "Subject" "tBodyAccmeanX" "tBodyAccmeanY" "tBodyAccmeanZ" "tBodyAccstdX" "tBodyAccstdY" "tBodyAccstdZ" "tGravityAccmeanX" "tGravityAccmeanY" "tGravityAccmeanZ" "tGravityAccstdX" "tGravityAccstdY" "tGravityAccstdZ" "tBodyAccJerkmeanX" "tBodyAccJerkmeanY" "tBodyAccJerkmeanZ" "tBodyAccJerkstdX" "tBodyAccJerkstdY" "tBodyAccJerkstdZ" "tBodyGyromeanX" "tBodyGyromeanY" "tBodyGyromeanZ" "tBodyGyrostdX" "tBodyGyrostdY" "tBodyGyrostdZ" "tBodyGyroJerkmeanX" "tBodyGyroJerkmeanY" "tBodyGyroJerkmeanZ" "tBodyGyroJerkstdX" "tBodyGyroJerkstdY" "tBodyGyroJerkstdZ" "tBodyAccMagmean" "tBodyAccMagstd" "tGravityAccMagmean" "tGravityAccMagstd" "tBodyAccJerkMagmean" "tBodyAccJerkMagstd" "tBodyGyroMagmean" "tBodyGyroMagstd" "tBodyGyroJerkMagmean" "tBodyGyroJerkMagstd" "fBodyAccmeanX" "fBodyAccmeanY" "fBodyAccmeanZ" "fBodyAccstdX" "fBodyAccstdY" "fBodyAccstdZ" "fBodyAccJerkmeanX" "fBodyAccJerkmeanY" "fBodyAccJerkmeanZ" "fBodyAccJerkstdX" "fBodyAccJerkstdY" "fBodyAccJerkstdZ" "fBodyGyromeanX" "fBodyGyromeanY" "fBodyGyromeanZ" "fBodyGyrostdX" "fBodyGyrostdY" "fBodyGyrostdZ" "fBodyAccMagmean" "fBodyAccMagstd" "fBodyBodyAccJerkMagmean" "fBodyBodyAccJerkMagstd" "fBodyBodyGyroMagmean" "fBodyBodyGyroMagstd" "fBodyBodyGyroJerkMagmean" "fBodyBodyGyroJerkMagstd"
"WALKING" 7 0.2756 -0.0187 -0.1109 -0.3272 -0.0773 0.1596 0.9326 -0.1591 -0.1608 -0.9799 -0.9694 -0.9522 0.0901 0.0184 -0.021 -0.346 -0.0547 -0.1495 0.0023 -0.0837 0.0641 -0.5033 -0.2311 -0.396 -0.1237 -0.0448 -0.0496 -0.2117 -0.1741 -0.4583 -0.0978 -0.1986 -0.0978 -0.1986 -0.1929 -0.0276 -0.306 -0.1983 -0.3 -0.0953 -0.343 -0.0642 0.0386 -0.322 -0.1437 0.1333 -0.3837 -0.1232 -0.1065 -0.3653 -0.0432 -0.1908 -0.3184 -0.152 -0.3667 -0.5636 -0.2909 -0.4633 -0.1512 -0.3517 -0.0384 -0.0221 -0.1929 -0.3439 -0.1553 -0.0842
"WALKING" 8 0.2747 -0.0187 -0.1073 -0.1736 0.3808 -0.1421 0.9136 -0.2171 -0.1863 -0.9748 -0.9568 -0.9566 0.0703 -0.006 -7e-04 -0.2587 0.234 -0.3832 0.0235 -0.0958 0.051 -0.1992 -0.212 -0.0754 -0.1359 -0.0315 -0.0523 -0.2461 -0.4281 -0.3884 0.0517 -0.1804 0.0517 -0.1804 -0.0668 -0.1846 -0.0031 -0.2387 -0.3391 -0.503 -0.2474 0.317 -0.2386 -0.1484 0.3248 -0.1584 -0.3112 0.0797 -0.3616 -0.2714 0.3159 -0.4045 -0.1021 -0.2597 -0.1329 -0.2343 -0.1908 -0.143 -0.0952 -0.3608 -0.1238 -0.2764 -0.3012 -0.3275 -0.473 -0.5812
"WALKING" 9 0.2785 -0.0181 -0.1108 -0.2384 -0.2017 -0.058 0.9519 -0.0314 -0.1159 -0.981 -0.9712 -0.9555 0.0704 0.0212 0.0041 -0.2067 -0.2769 -0.4098 -0.0808 -0.0626 0.1116 -0.4762 -0.4671 -0.2657 -0.0809 -0.0356 -0.0633 -0.527 -0.5492 -0.4579 -0.0981 -0.3794 -0.0981 -0.3794 -0.2037 -0.3171 -0.2945 -0.4897 -0.5103 -0.5999 -0.2947 -0.2577 -0.2508 -0.218 -0.224 -0.0338 -0.3143 -0.3677 -0.3995 -0.1702 -0.2284 -0.4191 -0.3837 -0.4369 -0.2402 -0.5074 -0.491 -0.3424 -0.3188 -0.5139 -0.3169 -0.3223 -0.5138 -0.5627 -0.6026 -0.6244
"WALKING" 10 0.2786 -0.017 -0.1091 -0.1787 -0.0227 -0.3956 0.9631 -0.0838 0.0549 -0.9744 -0.9711 -0.9579 0.0858 0.0041 -0.0163 -0.0522 0.0751 -0.5117 0.0107 -0.082 0.0987 -0.4142 -0.2509 -0.1745 -0.1227 -0.0519 -0.0611 -0.3661 -0.5097 -0.3291 -0.1274 -0.1856 -0.1274 -0.1856 -0.1326 0.0376 -0.1565 -0.402 -0.4404 -0.501 -0.1142 0.0534 -0.4122 -0.2064 -0.1298 -0.4353 -0.1079 0.0309 -0.464 -0.0792 0.0485 -0.5585 -0.2779 -0.3452 -0.1085 -0.4583 -0.2044 -0.2733 -0.093 -0.3705 0.0205 0.0502 -0.4126 -0.4998 -0.5151 -0.5177
"WALKING" 11 0.2718 -0.0166 -0.1061 -0.4228 -0.0522 -0.5306 0.9465 -0.212 0.1341 -0.9811 -0.9662 -0.9609 0.083 0.0128 -0.0134 -0.4285 -0.1814 -0.7207 -0.0427 -0.0705 0.0844 -0.5963 -0.4996 -0.4342 -0.0918 -0.0514 -0.0343 -0.5416 -0.738 -0.5511 -0.2883 -0.4877 -0.2883 -0.4877 -0.4023 -0.4031 -0.4218 -0.5584 -0.6307 -0.7537 -0.3965 -0.083 -0.6164 -0.4337 -0.0966 -0.5231 -0.4533 -0.2418 -0.6926 -0.4539 -0.1702 -0.7476 -0.5148 -0.5931 -0.3983 -0.6232 -0.4537 -0.4986 -0.4585 -0.5845 -0.3951 -0.4174 -0.6102 -0.5997 -0.7519 -0.7736
"WALKING" 12 0.2771 -0.0156 -0.1032 -0.1289 -0.1228 -0.4106 0.9669 -0.156 -0.0361 -0.9791 -0.9646 -0.9503 0.0458 0.0198 0.005 -0.0135 -0.0894 -0.5123 -0.1045 -0.0344 0.1 -0.5463 -0.4494 -0.3502 -0.0622 -0.0499 -0.0467 -0.3908 -0.5813 -0.4806 -0.1022 -0.237 -0.1022 -0.237 -0.1441 -0.0203 -0.3559 -0.4132 -0.5175 -0.5489 -0.0544 -0.0713 -0.4223 -0.1607 -0.2085 -0.4521 -0.0816 -0.1414 -0.4914 -0.0311 -0.0941 -0.5315 -0.402 -0.4679 -0.3173 -0.5931 -0.4438 -0.4223 -0.1531 -0.4089 -0.0299 -0.014 -0.4425 -0.4948 -0.5612 -0.5649
"WALKING" 13 0.2759 -0.0186 -0.1114 -0.347 0.1419 -0.2205 0.9109 -0.2837 -0.1313 -0.9725 -0.9609 -0.9486 0.081 0.0031 0.006 -0.2209 0.0565 -0.3746 -0.0174 -0.0798 0.0784 -0.3761 -0.29 -0.3634 -0.0967 -0.032 -0.0637 -0.2168 -0.3578 -0.3418 -0.1356 -0.2925 -0.1356 -0.2925 -0.1332 -0.1318 -0.2187 -0.2532 -0.3035 -0.3221 -0.335 0.0955 -0.2469 -0.3533 0.0922 -0.2699 -0.2905 -0.0439 -0.3423 -0.2197 0.0947 -0.4062 -0.1929 -0.2562 -0.2766 -0.4357 -0.3186 -0.4553 -0.2346 -0.4384 -0.1521 -0.1136 -0.2675 -0.38 -0.3385 -0.3493
"WALKING" 14 0.272 -0.0218 -0.1068 -0.4026 -0.0536 0.0519 0.803 -0.2703 -0.4225 -0.9748 -0.9545 -0.9475 0.0721 0.0241 0.02 -0.4545 -0.3443 -0.4728 -0.0035 -0.083 0.0513 -0.6004 -0.0148 -0.1261 -0.1107 -0.0439 -0.0389 -0.5718 -0.5367 -0.4972 -0.1444 -0.3638 -0.1444 -0.3638 -0.3773 -0.4397 -0.1372 -0.2014 -0.5199 -0.6061 -0.4215 -0.1746 -0.1774 -0.3959 -0.0543 0.0855 -0.4724 -0.3768 -0.4159 -0.4848 -0.3535 -0.5289 -0.5086 -0.2159 -0.2129 -0.6301 0.0833 -0.1802 -0.3735 -0.4575 -0.4316 -0.4534 -0.3114 -0.2655 -0.591 -0.6557
"WALKING" 15 0.2739 -0.0171 -0.1076 -0.328 0.1389 -0.5189 0.9515 -0.2339 0.0757 -0.9784 -0.9711 -0.9581 0.0898 0.0089 7e-04 -0.3732 -0.0319 -0.6863 -0.0555 -0.0612 0.0842 -0.3296 -0.4209 -0.4865 -0.0777 -0.0553 -0.0511 -0.2838 -0.7024 -0.5917 -0.1865 -0.3239 -0.1865 -0.3239 -0.3201 -0.3101 -0.2437 -0.4258 -0.544 -0.6378 -0.3174 0.1113 -0.5549 -0.3325 0.0806 -0.537 -0.3908 -0.0669 -0.6489 -0.4115 -0.0607 -0.7231 -0.2534 -0.5354 -0.4615 -0.3576 -0.3654 -0.544 -0.2752 -0.4583 -0.2898 -0.3424 -0.4892 -0.4818 -0.6451 -0.654
"WALKING" 16 0.276 -0.0204 -0.1088 -0.4047 -0.3146 -0.1598 0.926 -0.0668 -0.2174 -0.9825 -0.9738 -0.9614 0.077 0.0097 0.0036 -0.3962 -0.4256 -0.4403 -0.0152 -0.0696 0.0819 -0.6542 -0.6126 -0.3655 -0.1109 -0.0434 -0.0533 -0.6759 -0.7122 -0.5713 -0.2588 -0.4718 -0.2588 -0.4718 -0.3631 -0.4034 -0.4859 -0.6651 -0.6715 -0.7228 -0.3948 -0.3215 -0.2444 -0.4091 -0.3544 -0.1805 -0.4414 -0.4543 -0.4223 -0.4029 -0.4336 -0.4566 -0.5957 -0.6197 -0.4329 -0.6737 -0.6119 -0.4032 -0.4105 -0.5922 -0.3783 -0.4414 -0.6692 -0.7211 -0.7207 -0.7457
"WALKING" 17 0.2723 -0.0185 -0.1098 -0.3195 -0.0176 -0.2658 0.9281 -0.1799 -0.1903 -0.981 -0.9686 -0.9569 0.0773 0.013 0.0244 -0.3555 -0.0935 -0.5343 -0.0092 -0.084 0.0757 -0.4798 -0.4549 -0.386 -0.11 -0.0379 -0.0514 -0.4313 -0.5602 -0.5244 -0.1512 -0.4618 -0.1512 -0.4618 -0.3011 -0.2757 -0.335 -0.5225 -0.5172 -0.5397 -0.361 -0.065 -0.3828 -0.3048 -0.0556 -0.2624 -0.4234 -0.1942 -0.5234 -0.3439 -0.047 -0.5439 -0.4077 -0.4902 -0.3988 -0.5048 -0.4392 -0.4388 -0.4294 -0.5652 -0.3359 -0.2112 -0.5186 -0.6153 -0.5827 -0.5204
"WALKING" 18 0.2739 -0.0178 -0.1042 -0.376 -0.227 -0.4283 0.9239 -0.2543 -0.0609 -0.983 -0.9753 -0.9725 0.0768 0.0283 0.0107 -0.3681 -0.3202 -0.6333 -0.0399 -0.0614 0.0945 -0.7044 -0.4964 -0.5114 -0.0966 -0.0434 -0.0503 -0.5781 -0.6949 -0.6633 -0.2879 -0.4603 -0.2879 -0.4603 -0.3793 -0.4254 -0.5005 -0.6085 -0.6365 -0.7266 -0.3715 -0.2436 -0.4898 -0.3781 -0.2673 -0.4399 -0.4148 -0.3619 -0.6011 -0.376 -0.3203 -0.6643 -0.6097 -0.5709 -0.5382 -0.7349 -0.4609 -0.5484 -0.4244 -0.5656 -0.414 -0.4445 -0.6203 -0.6689 -0.7106 -0.7694
"WALKING" 19 0.2739 -0.0192 -0.1227 -0.0489 0.1818 -0.1395 0.9352 -0.2233 -0.0898 -0.9699 -0.9587 -0.9292 0.0822 0.0144 -0.0328 0.1103 0.0809 -0.1794 -0.0275 -0.0752 0.0798 -0.0264 -0.1144 -0.1042 -0.0832 -0.0307 -0.0603 0.0801 -0.2916 -0.2135 0.0648 -0.0994 0.0648 -0.0994 0.1095 0.0357 0.1 -0.0218 -0.1647 -0.2715 -0.03 0.1693 -0.1044 -0.0579 0.1126 -0.2339 0.0336 0.0107 -0.1294 0.0908 0.0854 -0.2278 0.2281 -0.0974 -0.0105 -0.1084 -0.133 -0.2203 0.0322 -0.3248 0.073 -0.0223 -0.0952 -0.1416 -0.2624 -0.3361
"WALKING" 20 0.2726 -0.0212 -0.1135 -0.2083 0.4898 -0.2287 0.9 -0.3444 -0.0351 -0.9703 -0.962 -0.9539 0.0841 -0.0211 0.0063 -0.0906 0.2443 -0.3877 -0.0234 -0.0741 0.0851 -0.2329 0.0858 -0.1657 -0.068 -0.0514 -0.0549 -0.2532 -0.1276 -0.227 0.0394 -0.1569 0.0394 -0.1569 -0.0429 0.0211 0.0686 -0.0368 -0.1949 -0.1499 -0.1474 0.4035 -0.2722 -0.235 0.4384 -0.2665 -0.1387 0.1579 -0.346 -0.1222 0.2556 -0.4277 -0.0936 0.031 -0.1089 -0.2799 0.1077 -0.265 -0.0035 -0.3899 0.0545 -0.0311 -0.052 -0.1962 -0.1804 -0.172
"WALKING" 21 0.2792 -0.0182 -0.1043 -0.2978 0.0541 -0.1687 0.8625 -0.371 -0.2209 -0.9696 -0.9641 -0.9749 0.0782 0.0024 -0.0102 -0.1149 -0.0347 -0.4251 -0.0459 -0.059 0.0984 -0.4322 -0.3979 -0.3119 -0.0869 -0.0516 -0.0621 -0.2389 -0.4829 -0.4949 -0.1235 -0.2997 -0.1235 -0.2997 -0.1481 -0.0838 -0.2848 -0.4083 -0.4269 -0.4504 -0.2735 0.0338 -0.3003 -0.3085 -0.0026 -0.165 -0.2004 -0.1126 -0.4057 -0.1074 -0.0148 -0.4436 -0.2467 -0.3717 -0.2833 -0.4919 -0.4194 -0.3855 -0.2513 -0.4381 -0.144 -0.0187 -0.4095 -0.5122 -0.4996 -0.4293
"WALKING" 22 0.2789 -0.0167 -0.1071 -0.0087 0.1004 -0.2134 0.9361 -0.2596 0.0234 -0.9696 -0.9636 -0.9551 0.0628 0.0357 0.0044 0.0359 0.2255 -0.3132 8e-04 -0.0961 0.0775 -0.3185 -0.4863 -0.1514 -0.133 -0.0322 -0.057 -0.2267 -0.6519 -0.2343 0.0722 -0.1616 0.0722 -0.1616 0.0229 0.1115 -0.2106 -0.3908 -0.462 -0.5031 -0.0995 0.1454 -0.2552 0.0244 0.0039 -0.2536 -0.0367 0.16 -0.282 0.018 0.2134 -0.3432 -0.1446 -0.5012 -0.0835 -0.3745 -0.4816 -0.2532 -0.0242 -0.3814 0.066 0.1583 -0.4384 -0.464 -0.5539 -0.4764
"WALKING" 23 0.2732 -0.0184 -0.1134 -0.3135 -0.119 0.1642 0.9398 -0.1618 -0.1608 -0.9772 -0.9666 -0.933 0.0987 0.0149 -0.0019 -0.2293 -0.0805 -0.0293 -0.0631 -0.064 0.1077 -0.4943 0.2595 -0.2096 -0.0578 -0.0517 -0.0903 -0.364 0.2959 -0.3745 -0.0989 -0.21 -0.0989 -0.21 -0.0671 -0.0268 -0.0121 0.1633 0.0115 0.2502 -0.2754 -0.0724 0.0814 -0.3298 -0.2025 0.1161 -0.2904 -0.1555 -0.0572 -0.2352 -0.061 -0.0062 -0.3376 0.1956 -0.195 -0.5451 0.2866 -0.2878 -0.0943 -0.4076 -0.0181 -0.0457 0.1851 -0.0615 0.1466 0.2878
"WALKING" 24 0.277 -0.0225 -0.1106 -0.4708 -0.1541 -0.2888 0.9597 -0.1151 -0.1409 -0.9831 -0.9626 -0.9628 0.0732 0.0121 -0.0116 -0.4859 -0.3022 -0.4912 -0.0545 -0.0658 0.0972 -0.5806 -0.4872 -0.3962 -0.0625 -0.0503 -0.074 -0.4908 -0.5142 -0.558 -0.3 -0.4811 -0.3 -0.4811 -0.3997 -0.4098 -0.4031 -0.5639 -0.5078 -0.556 -0.4924 -0.2032 -0.3445 -0.4627 -0.1828 -0.3146 -0.5096 -0.3528 -0.4699 -0.5076 -0.2944 -0.5111 -0.4683 -0.4798 -0.3914 -0.6169 -0.4959 -0.4533 -0.4346 -0.5903 -0.4186 -0.403 -0.5345 -0.668 -0.5716 -0.5674
"WALKING" 25 0.279 -0.0186 -0.1087 -0.596 -0.1619 -0.4371 0.9375 -0.1273 0.1884 -0.9795 -0.9651 -0.945 0.0722 0.0035 -0.0034 -0.6076 -0.3826 -0.6756 -0.0156 -0.0821 0.0868 -0.4012 -0.604 -0.5628 -0.1024 -0.0399 -0.0513 -0.508 -0.7996 -0.6596 -0.4053 -0.5656 -0.4053 -0.5656 -0.5383 -0.5429 -0.3944 -0.4898 -0.6785 -0.757 -0.609 -0.2519 -0.5336 -0.5914 -0.1703 -0.4306 -0.6256 -0.4345 -0.6593 -0.6241 -0.3678 -0.6904 -0.4119 -0.6788 -0.5613 -0.4067 -0.5672 -0.6035 -0.5661 -0.6329 -0.5646 -0.519 -0.5627 -0.5293 -0.7703 -0.7574
"WALKING" 26 0.2793 -0.0154 -0.1089 -0.3402 -0.1364 -0.3335 0.9606 -0.1339 0.1087 -0.9801 -0.969 -0.9662 0.0652 0.0197 -0.0062 -0.3285 -0.2619 -0.3975 -0.0033 -0.0842 0.0851 -0.4929 -0.5757 -0.3545 -0.0994 -0.0457 -0.0492 -0.4174 -0.587 -0.4855 -0.2234 -0.4218 -0.2234 -0.4218 -0.2908 -0.2794 -0.3921 -0.5383 -0.5124 -0.6035 -0.322 -0.1467 -0.3395 -0.348 -0.1857 -0.3844 -0.3642 -0.2985 -0.3987 -0.3511 -0.272 -0.3965 -0.3681 -0.5618 -0.3185 -0.533 -0.5879 -0.4262 -0.3798 -0.5372 -0.2934 -0.2689 -0.5519 -0.6095 -0.6195 -0.6129
"WALKING" 27 0.2768 -0.0166 -0.1128 -0.3485 -0.1873 -0.2973 0.9448 -0.1875 -0.1262 -0.9799 -0.9738 -0.9566 0.0684 0.0016 -0.0208 -0.3162 -0.1041 -0.4012 -0.0856 -0.0365 0.1183 -0.6069 -0.5299 -0.2501 -0.0786 -0.0477 -0.065 -0.5233 -0.6341 -0.4263 -0.2389 -0.4074 -0.2389 -0.4074 -0.2305 -0.2661 -0.3966 -0.4825 -0.5626 -0.6187 -0.3087 -0.1368 -0.3124 -0.3653 -0.2677 -0.3455 -0.3455 -0.1948 -0.3826 -0.3466 -0.0655 -0.418 -0.498 -0.5347 -0.3182 -0.6423 -0.5309 -0.2978 -0.3272 -0.5504 -0.2599 -0.2797 -0.5195 -0.5469 -0.6233 -0.6392
"WALKING" 28 0.2812 -0.0157 -0.1037 -0.293 -0.1179 -0.3009 0.9429 -0.2293 -0.1259 -0.9767 -0.9688 -0.9442 0.0931 0.0226 -0.0076 -0.3357 -0.2201 -0.5375 -0.1059 -0.0173 0.1161 -0.5038 -0.4977 -0.2426 -0.093 -0.0515 -0.0594 -0.3994 -0.639 -0.4409 -0.1807 -0.3927 -0.1807 -0.3927 -0.2992 -0.3904 -0.3108 -0.4605 -0.5462 -0.5799 -0.2801 -0.1279 -0.3563 -0.2988 -0.1688 -0.326 -0.3626 -0.2945 -0.4988 -0.3671 -0.1918 -0.5746 -0.3747 -0.5047 -0.255 -0.5455 -0.4975 -0.3082 -0.3522 -0.5116 -0.3608 -0.4363 -0.5146 -0.5168 -0.596 -0.5891
"WALKING" 29 0.272 -0.0163 -0.1066 -0.1743 -0.0918 -0.2428 0.9624 -0.1273 0.0956 -0.9783 -0.9753 -0.946 0.0854 0.0224 0.0094 -0.2214 -0.0872 -0.4618 -0.008 -0.082 0.0857 -0.5989 -0.1818 -0.4302 -0.1069 -0.048 -0.0392 -0.3959 -0.5879 -0.5041 -0.0955 -0.2627 -0.0955 -0.2627 -0.2402 -0.133 -0.2806 -0.3588 -0.5062 -0.6122 -0.1358 -0.035 -0.2797 -0.1904 -0.1821 -0.2833 -0.2105 -0.088 -0.3949 -0.3073 -0.155 -0.529 -0.4315 -0.3622 -0.3973 -0.6543 -0.0941 -0.4941 -0.2357 -0.3933 -0.109 -0.1695 -0.4168 -0.4292 -0.6285 -0.6187
"WALKING" 30 0.2764 -0.0176 -0.0986 -0.3464 -0.1736 -0.1205 0.9652 -0.1577 -0.0039 -0.9798 -0.9702 -0.944 0.0689 0.022 -0.0074 -0.3744 -0.2707 -0.5214 -0.046 -0.0649 0.084 -0.3879 0.006 -0.1826 -0.0874 -0.0617 -0.0446 -0.4603 -0.4976 -0.4762 -0.1951 -0.3599 -0.1951 -0.3599 -0.3521 -0.3538 -0.023 -0.2668 -0.4721 -0.547 -0.3514 -0.1939 -0.3096 -0.3449 -0.2156 -0.0931 -0.3896 -0.2995 -0.467 -0.4151 -0.2895 -0.5754 -0.3744 -0.1759 -0.2474 -0.399 0.0955 -0.2379 -0.3424 -0.4699 -0.3472 -0.3665 -0.3583 -0.3315 -0.5476 -0.5786
"WALKING_DOWNSTAIRS" 1 0.2892 -0.0099 -0.1076 0.03 -0.0319 -0.2304 0.9319 -0.2666 -0.0621 -0.9506 -0.937 -0.8959 0.0542 0.0297 -0.011 -0.0123 -0.1016 -0.3457 -0.0351 -0.0909 0.0901 -0.458 -0.1263 -0.1247 -0.074 -0.044 -0.027 -0.487 -0.2388 -0.2688 0.0272 0.0199 0.0272 0.0199 -0.0894 -0.0258 -0.0757 -0.2257 -0.2955 -0.3065 0.0382 0.0015 -0.2256 0.0243 -0.113 -0.2979 -0.0277 -0.1287 -0.2883 -0.0863 -0.1346 -0.4017 -0.3524 -0.0557 -0.0319 -0.4954 -0.1814 -0.2384 0.0966 -0.1865 0.0262 -0.1041 -0.1857 -0.3984 -0.282 -0.3919
"WALKING_DOWNSTAIRS" 2 0.2776 -0.0227 -0.1168 0.0464 0.2629 -0.1028 0.8618 -0.3258 -0.0439 -0.9404 -0.9401 -0.9314 0.11 -0.0033 -0.0209 0.1472 0.1268 -0.3401 -0.1159 -0.0048 0.0972 -0.3208 -0.4157 -0.2794 -0.0581 -0.0421 -0.071 -0.2439 -0.4694 -0.2183 0.09 0.2156 0.09 0.2156 0.0057 0.2296 -0.1622 -0.2748 -0.4109 -0.3432 0.1128 0.2783 -0.1313 0.0161 0.172 -0.162 0.1381 0.0962 -0.2715 0.05 0.0808 -0.4082 -0.1458 -0.3619 -0.0875 -0.3794 -0.4587 -0.423 0.2934 -0.0215 0.2222 0.2275 -0.3208 -0.3726 -0.3802 -0.3437
"WALKING_DOWNSTAIRS" 3 0.2924 -0.0194 -0.1161 -0.0574 -0.0332 -0.3622 0.9391 -0.2288 -0.1024 -0.9501 -0.9461 -0.8999 0.0726 0.011 -0.002 -0.0858 -0.1114 -0.5717 -0.1316 -0.0139 0.1238 -0.2617 -0.5467 -0.4423 -0.0779 -0.0392 -0.0416 -0.2857 -0.6809 -0.3746 -0.0628 -0.0411 -0.0628 -0.0411 -0.2052 -0.0926 -0.2153 -0.2458 -0.5086 -0.5839 -0.0422 -0.0077 -0.4045 -0.0654 -0.1097 -0.3897 -0.0907 -0.1359 -0.5291 -0.1654 -0.1477 -0.6135 -0.1291 -0.5427 -0.3029 -0.3086 -0.5531 -0.5482 0.0289 -0.2338 -0.0495 -0.1591 -0.3324 -0.3224 -0.5763 -0.6249
"WALKING_DOWNSTAIRS" 4 0.28 -0.0098 -0.1068 0.0112 -0.2186 -0.4792 0.9477 -0.0621 0.1487 -0.9553 -0.9321 -0.9378 0.0972 0.0056 -0.0073 -0.1458 -0.1462 -0.6266 -0.1028 -0.0704 0.0593 -0.3702 -0.6995 -0.4985 -0.0921 -0.0348 -0.0493 -0.396 -0.8169 -0.3258 -0.0492 -0.082 -0.0492 -0.082 -0.2289 -0.2169 -0.3466 -0.3806 -0.5928 -0.6371 -0.0722 -0.1296 -0.4947 0.039 -0.3225 -0.5127 -0.1616 -0.1729 -0.5839 -0.2083 -0.1772 -0.6689 -0.2403 -0.7175 -0.3183 -0.4149 -0.6915 -0.6217 -0.0191 -0.2636 -0.1753 -0.2804 -0.4292 -0.4577 -0.6218 -0.6855
"WALKING_DOWNSTAIRS" 5 0.2935 -0.0085 -0.1003 0.275 0.0908 -0.3259 0.9566 -0.0608 0.0217 -0.9505 -0.9124 -0.9272 0.1097 0.0138 0.0213 0.0322 0.0474 -0.5227 -0.0683 -0.0708 0.0807 -0.4606 -0.4091 -0.2279 -0.1101 -0.0708 -0.04 -0.4113 -0.5146 -0.0344 0.2111 0.2054 0.2111 0.2054 -0.0638 -0.0293 -0.218 -0.3607 -0.3972 -0.4503 0.0984 0.0792 -0.3747 0.3366 0.0268 -0.3534 -0.0368 -0.0568 -0.492 0.0111 0.0902 -0.5512 -0.2953 -0.3825 -0.0342 -0.5149 -0.4316 -0.3747 0.1557 0.0429 0.0092 -0.0897 -0.3493 -0.4841 -0.4537 -0.4871
"WALKING_DOWNSTAIRS" 6 0.277 -0.0195 -0.1072 0.3837 0.3602 -0.3202 0.9285 -0.214 -0.0031 -0.9544 -0.9336 -0.9344 0.1037 0.0099 -0.0093 0.1653 0.2765 -0.3368 -0.0961 -0.0342 0.087 -0.1983 -0.1892 -0.0941 -0.0256 -0.0768 -0.0372 0.0393 -0.1935 0.1932 0.3338 0.3736 0.3338 0.3736 0.1038 0.2095 0.0143 -0.0426 -0.0829 -0.1112 0.3283 0.3398 -0.2776 0.4034 0.2832 -0.406 0.1366 0.1372 -0.2831 0.0887 0.3412 -0.3891 0.0634 -0.1303 0.1528 -0.2867 -0.2355 -0.2757 0.396 0.1446 0.2438 0.1548 -0.0144 -0.2424 -0.1327 -0.1457
"WALKING_DOWNSTAIRS" 7 0.2803 -0.0166 -0.0969 0.0661 -0.1382 -0.0636 0.9306 -0.1299 -0.1549 -0.9649 -0.9527 -0.9288 0.0969 -0.0191 -0.016 0.0285 -0.2963 -0.3471 -0.1054 -0.0497 0.1169 -0.4077 -0.2926 -0.4011 -0.0597 -0.0382 -0.0789 -0.5107 -0.2995 -0.4252 0.0199 0.2145 0.0199 0.2145 -0.1703 0.0902 -0.1887 -0.2598 -0.3992 -0.2948 0.0443 -0.1453 -0.1392 0.073 -0.1902 -0.1001 -0.0305 -0.3162 -0.2965 -0.0043 -0.3244 -0.3978 -0.3393 -0.2144 -0.2996 -0.4327 -0.3517 -0.4951 0.2189 0.0214 0.0674 0.1079 -0.255 -0.3969 -0.2891 -0.3535
"WALKING_DOWNSTAIRS" 8 0.2835 -0.0211 -0.1076 0.0241 0.3438 0.1337 0.914 -0.1876 -0.1418 -0.9458 -0.9416 -0.8972 0.1189 -0.038 -0.0394 0.2501 0.2881 -0.0135 -0.1212 -0.0501 0.1141 -0.2584 0.0243 -0.1296 -0.0349 -0.0535 -0.0868 -0.2679 -0.0705 -0.1896 0.1766 0.1313 0.1766 0.1313 0.2626 0.2534 0.0993 -0.0466 -0.1262 -0.1575 0.1366 0.3884 0.1596 -0.026 0.2322 0.0215 0.2148 0.2206 0.0586 0.1727 0.2739 -0.0847 -0.1307 0.1161 0.0277 -0.3027 -0.0461 -0.2683 0.3016 -0.1561 0.3315 0.1347 -4e-04 -0.2556 -0.1252 -0.263
"WALKING_DOWNSTAIRS" 9 0.2959 -0.0204 -0.091 0.2134 -0.2083 -0.0077 0.9384 -0.0352 -0.0823 -0.9521 -0.9363 -0.8766 0.1302 -0.0207 0.0026 0.0176 -0.3094 -0.3595 -0.0916 -0.0713 0.1168 -0.3964 -0.3408 -0.2797 -0.0946 -0.0598 -0.0678 -0.5097 -0.4486 -0.4172 0.1459 0.2651 0.1459 0.2651 -0.1624 0.0399 -0.1689 -0.3223 -0.469 -0.4559 0.1031 -0.1831 -0.1037 0.2505 -0.2736 -0.0349 -0.0645 -0.3136 -0.2937 0.0094 -0.356 -0.4254 -0.325 -0.3125 -0.2507 -0.4236 -0.3643 -0.3566 0.2222 0.0889 0.0072 0.0706 -0.3475 -0.4242 -0.4632 -0.4852
